# Starting date:             2015-05-16 18:11:04
# Cluster job name:          universality
# Cluster job ID:            7369734
# Cluster node:              hnode21
# Cluster queue:             mpi.q
# GOAL command:              universal -m piterman -eq -ro
# Input data:                goal.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        No timeout
id,universal,dt,da,file
5076,N,2.0,0.1,s15_t2.0_a0.1_076.gff
5077,Y,2.0,0.1,s15_t2.0_a0.1_077.gff
5078,N,2.0,0.1,s15_t2.0_a0.1_078.gff
5079,Y,2.0,0.1,s15_t2.0_a0.1_079.gff
5080,Y,2.0,0.1,s15_t2.0_a0.1_080.gff
5081,N,2.0,0.1,s15_t2.0_a0.1_081.gff
5082,N,2.0,0.1,s15_t2.0_a0.1_082.gff
5083,N,2.0,0.1,s15_t2.0_a0.1_083.gff
5084,N,2.0,0.1,s15_t2.0_a0.1_084.gff
5085,N,2.0,0.1,s15_t2.0_a0.1_085.gff
5086,Y,2.0,0.1,s15_t2.0_a0.1_086.gff
5087,Y,2.0,0.1,s15_t2.0_a0.1_087.gff
5088,Y,2.0,0.1,s15_t2.0_a0.1_088.gff
5089,Y,2.0,0.1,s15_t2.0_a0.1_089.gff
5090,N,2.0,0.1,s15_t2.0_a0.1_090.gff
5091,N,2.0,0.1,s15_t2.0_a0.1_091.gff
5092,N,2.0,0.1,s15_t2.0_a0.1_092.gff
5093,Y,2.0,0.1,s15_t2.0_a0.1_093.gff
5094,N,2.0,0.1,s15_t2.0_a0.1_094.gff
5095,Y,2.0,0.1,s15_t2.0_a0.1_095.gff
5096,Y,2.0,0.1,s15_t2.0_a0.1_096.gff
5097,N,2.0,0.1,s15_t2.0_a0.1_097.gff
5098,Y,2.0,0.1,s15_t2.0_a0.1_098.gff
5099,N,2.0,0.1,s15_t2.0_a0.1_099.gff
5100,Y,2.0,0.1,s15_t2.0_a0.1_100.gff
5101,Y,2.0,0.2,s15_t2.0_a0.2_001.gff
5102,Y,2.0,0.2,s15_t2.0_a0.2_002.gff
5103,Y,2.0,0.2,s15_t2.0_a0.2_003.gff
5104,Y,2.0,0.2,s15_t2.0_a0.2_004.gff
5105,N,2.0,0.2,s15_t2.0_a0.2_005.gff
5106,N,2.0,0.2,s15_t2.0_a0.2_006.gff
5107,Y,2.0,0.2,s15_t2.0_a0.2_007.gff
5108,Y,2.0,0.2,s15_t2.0_a0.2_008.gff
5109,N,2.0,0.2,s15_t2.0_a0.2_009.gff
5110,Y,2.0,0.2,s15_t2.0_a0.2_010.gff
5111,Y,2.0,0.2,s15_t2.0_a0.2_011.gff
5112,Y,2.0,0.2,s15_t2.0_a0.2_012.gff
5113,Y,2.0,0.2,s15_t2.0_a0.2_013.gff
5114,Y,2.0,0.2,s15_t2.0_a0.2_014.gff
5115,Y,2.0,0.2,s15_t2.0_a0.2_015.gff
5116,Y,2.0,0.2,s15_t2.0_a0.2_016.gff
5117,Y,2.0,0.2,s15_t2.0_a0.2_017.gff
5118,N,2.0,0.2,s15_t2.0_a0.2_018.gff
5119,Y,2.0,0.2,s15_t2.0_a0.2_019.gff
5120,N,2.0,0.2,s15_t2.0_a0.2_020.gff
5121,Y,2.0,0.2,s15_t2.0_a0.2_021.gff
5122,Y,2.0,0.2,s15_t2.0_a0.2_022.gff
5123,N,2.0,0.2,s15_t2.0_a0.2_023.gff
5124,Y,2.0,0.2,s15_t2.0_a0.2_024.gff
5125,Y,2.0,0.2,s15_t2.0_a0.2_025.gff
5126,N,2.0,0.2,s15_t2.0_a0.2_026.gff
5127,Y,2.0,0.2,s15_t2.0_a0.2_027.gff
5128,N,2.0,0.2,s15_t2.0_a0.2_028.gff
5129,Y,2.0,0.2,s15_t2.0_a0.2_029.gff
5130,N,2.0,0.2,s15_t2.0_a0.2_030.gff
5131,Y,2.0,0.2,s15_t2.0_a0.2_031.gff
5132,N,2.0,0.2,s15_t2.0_a0.2_032.gff
5133,Y,2.0,0.2,s15_t2.0_a0.2_033.gff
5134,N,2.0,0.2,s15_t2.0_a0.2_034.gff
5135,Y,2.0,0.2,s15_t2.0_a0.2_035.gff
5136,Y,2.0,0.2,s15_t2.0_a0.2_036.gff
5137,Y,2.0,0.2,s15_t2.0_a0.2_037.gff
5138,N,2.0,0.2,s15_t2.0_a0.2_038.gff
5139,N,2.0,0.2,s15_t2.0_a0.2_039.gff
5140,Y,2.0,0.2,s15_t2.0_a0.2_040.gff
5141,N,2.0,0.2,s15_t2.0_a0.2_041.gff
5142,N,2.0,0.2,s15_t2.0_a0.2_042.gff
5143,Y,2.0,0.2,s15_t2.0_a0.2_043.gff
5144,Y,2.0,0.2,s15_t2.0_a0.2_044.gff
5145,Y,2.0,0.2,s15_t2.0_a0.2_045.gff
5146,N,2.0,0.2,s15_t2.0_a0.2_046.gff
5147,Y,2.0,0.2,s15_t2.0_a0.2_047.gff
5148,N,2.0,0.2,s15_t2.0_a0.2_048.gff
5149,Y,2.0,0.2,s15_t2.0_a0.2_049.gff
5150,Y,2.0,0.2,s15_t2.0_a0.2_050.gff
5151,Y,2.0,0.2,s15_t2.0_a0.2_051.gff
5152,N,2.0,0.2,s15_t2.0_a0.2_052.gff
5153,N,2.0,0.2,s15_t2.0_a0.2_053.gff
5154,N,2.0,0.2,s15_t2.0_a0.2_054.gff
5155,Y,2.0,0.2,s15_t2.0_a0.2_055.gff
5156,N,2.0,0.2,s15_t2.0_a0.2_056.gff
5157,Y,2.0,0.2,s15_t2.0_a0.2_057.gff
5158,N,2.0,0.2,s15_t2.0_a0.2_058.gff
5159,N,2.0,0.2,s15_t2.0_a0.2_059.gff
5160,Y,2.0,0.2,s15_t2.0_a0.2_060.gff
5161,Y,2.0,0.2,s15_t2.0_a0.2_061.gff
5162,Y,2.0,0.2,s15_t2.0_a0.2_062.gff
5163,N,2.0,0.2,s15_t2.0_a0.2_063.gff
5164,Y,2.0,0.2,s15_t2.0_a0.2_064.gff
5165,Y,2.0,0.2,s15_t2.0_a0.2_065.gff
5166,N,2.0,0.2,s15_t2.0_a0.2_066.gff
5167,N,2.0,0.2,s15_t2.0_a0.2_067.gff
5168,Y,2.0,0.2,s15_t2.0_a0.2_068.gff
5169,Y,2.0,0.2,s15_t2.0_a0.2_069.gff
5170,Y,2.0,0.2,s15_t2.0_a0.2_070.gff
5171,Y,2.0,0.2,s15_t2.0_a0.2_071.gff
5172,N,2.0,0.2,s15_t2.0_a0.2_072.gff
5173,N,2.0,0.2,s15_t2.0_a0.2_073.gff
5174,Y,2.0,0.2,s15_t2.0_a0.2_074.gff
5175,Y,2.0,0.2,s15_t2.0_a0.2_075.gff
5176,N,2.0,0.2,s15_t2.0_a0.2_076.gff
5177,Y,2.0,0.2,s15_t2.0_a0.2_077.gff
5178,Y,2.0,0.2,s15_t2.0_a0.2_078.gff
5179,N,2.0,0.2,s15_t2.0_a0.2_079.gff
5180,N,2.0,0.2,s15_t2.0_a0.2_080.gff
5181,N,2.0,0.2,s15_t2.0_a0.2_081.gff
5182,Y,2.0,0.2,s15_t2.0_a0.2_082.gff
5183,N,2.0,0.2,s15_t2.0_a0.2_083.gff
5184,Y,2.0,0.2,s15_t2.0_a0.2_084.gff
5185,Y,2.0,0.2,s15_t2.0_a0.2_085.gff
5186,Y,2.0,0.2,s15_t2.0_a0.2_086.gff
5187,N,2.0,0.2,s15_t2.0_a0.2_087.gff
5188,Y,2.0,0.2,s15_t2.0_a0.2_088.gff
5189,Y,2.0,0.2,s15_t2.0_a0.2_089.gff
5190,N,2.0,0.2,s15_t2.0_a0.2_090.gff
5191,Y,2.0,0.2,s15_t2.0_a0.2_091.gff
5192,Y,2.0,0.2,s15_t2.0_a0.2_092.gff
5193,Y,2.0,0.2,s15_t2.0_a0.2_093.gff
5194,N,2.0,0.2,s15_t2.0_a0.2_094.gff
5195,Y,2.0,0.2,s15_t2.0_a0.2_095.gff
5196,Y,2.0,0.2,s15_t2.0_a0.2_096.gff
5197,Y,2.0,0.2,s15_t2.0_a0.2_097.gff
5198,Y,2.0,0.2,s15_t2.0_a0.2_098.gff
5199,Y,2.0,0.2,s15_t2.0_a0.2_099.gff
5200,Y,2.0,0.2,s15_t2.0_a0.2_100.gff
5201,Y,2.0,0.3,s15_t2.0_a0.3_001.gff
5202,Y,2.0,0.3,s15_t2.0_a0.3_002.gff
5203,Y,2.0,0.3,s15_t2.0_a0.3_003.gff
5204,N,2.0,0.3,s15_t2.0_a0.3_004.gff
5205,Y,2.0,0.3,s15_t2.0_a0.3_005.gff
5206,Y,2.0,0.3,s15_t2.0_a0.3_006.gff
5207,Y,2.0,0.3,s15_t2.0_a0.3_007.gff
5208,Y,2.0,0.3,s15_t2.0_a0.3_008.gff
5209,Y,2.0,0.3,s15_t2.0_a0.3_009.gff
5210,Y,2.0,0.3,s15_t2.0_a0.3_010.gff
5211,Y,2.0,0.3,s15_t2.0_a0.3_011.gff
5212,N,2.0,0.3,s15_t2.0_a0.3_012.gff
5213,Y,2.0,0.3,s15_t2.0_a0.3_013.gff
5214,Y,2.0,0.3,s15_t2.0_a0.3_014.gff
5215,Y,2.0,0.3,s15_t2.0_a0.3_015.gff
5216,Y,2.0,0.3,s15_t2.0_a0.3_016.gff
5217,Y,2.0,0.3,s15_t2.0_a0.3_017.gff
5218,Y,2.0,0.3,s15_t2.0_a0.3_018.gff
5219,Y,2.0,0.3,s15_t2.0_a0.3_019.gff
5220,Y,2.0,0.3,s15_t2.0_a0.3_020.gff
5221,Y,2.0,0.3,s15_t2.0_a0.3_021.gff
5222,Y,2.0,0.3,s15_t2.0_a0.3_022.gff
5223,Y,2.0,0.3,s15_t2.0_a0.3_023.gff
5224,Y,2.0,0.3,s15_t2.0_a0.3_024.gff
5225,N,2.0,0.3,s15_t2.0_a0.3_025.gff
5226,Y,2.0,0.3,s15_t2.0_a0.3_026.gff
5227,Y,2.0,0.3,s15_t2.0_a0.3_027.gff
5228,Y,2.0,0.3,s15_t2.0_a0.3_028.gff
5229,Y,2.0,0.3,s15_t2.0_a0.3_029.gff
5230,Y,2.0,0.3,s15_t2.0_a0.3_030.gff
5231,N,2.0,0.3,s15_t2.0_a0.3_031.gff
5232,Y,2.0,0.3,s15_t2.0_a0.3_032.gff
5233,Y,2.0,0.3,s15_t2.0_a0.3_033.gff
5234,Y,2.0,0.3,s15_t2.0_a0.3_034.gff
5235,Y,2.0,0.3,s15_t2.0_a0.3_035.gff
5236,Y,2.0,0.3,s15_t2.0_a0.3_036.gff
5237,Y,2.0,0.3,s15_t2.0_a0.3_037.gff
5238,Y,2.0,0.3,s15_t2.0_a0.3_038.gff
5239,Y,2.0,0.3,s15_t2.0_a0.3_039.gff
5240,N,2.0,0.3,s15_t2.0_a0.3_040.gff
5241,Y,2.0,0.3,s15_t2.0_a0.3_041.gff
5242,Y,2.0,0.3,s15_t2.0_a0.3_042.gff
5243,Y,2.0,0.3,s15_t2.0_a0.3_043.gff
5244,Y,2.0,0.3,s15_t2.0_a0.3_044.gff
5245,Y,2.0,0.3,s15_t2.0_a0.3_045.gff
5246,Y,2.0,0.3,s15_t2.0_a0.3_046.gff
5247,Y,2.0,0.3,s15_t2.0_a0.3_047.gff
5248,N,2.0,0.3,s15_t2.0_a0.3_048.gff
5249,Y,2.0,0.3,s15_t2.0_a0.3_049.gff
5250,Y,2.0,0.3,s15_t2.0_a0.3_050.gff
5251,Y,2.0,0.3,s15_t2.0_a0.3_051.gff
5252,N,2.0,0.3,s15_t2.0_a0.3_052.gff
5253,Y,2.0,0.3,s15_t2.0_a0.3_053.gff
5254,Y,2.0,0.3,s15_t2.0_a0.3_054.gff
5255,Y,2.0,0.3,s15_t2.0_a0.3_055.gff
5256,Y,2.0,0.3,s15_t2.0_a0.3_056.gff
5257,N,2.0,0.3,s15_t2.0_a0.3_057.gff
5258,Y,2.0,0.3,s15_t2.0_a0.3_058.gff
5259,Y,2.0,0.3,s15_t2.0_a0.3_059.gff
5260,Y,2.0,0.3,s15_t2.0_a0.3_060.gff
5261,Y,2.0,0.3,s15_t2.0_a0.3_061.gff
5262,Y,2.0,0.3,s15_t2.0_a0.3_062.gff
5263,Y,2.0,0.3,s15_t2.0_a0.3_063.gff
5264,Y,2.0,0.3,s15_t2.0_a0.3_064.gff
5265,Y,2.0,0.3,s15_t2.0_a0.3_065.gff
5266,Y,2.0,0.3,s15_t2.0_a0.3_066.gff
5267,Y,2.0,0.3,s15_t2.0_a0.3_067.gff
5268,Y,2.0,0.3,s15_t2.0_a0.3_068.gff
5269,N,2.0,0.3,s15_t2.0_a0.3_069.gff
5270,Y,2.0,0.3,s15_t2.0_a0.3_070.gff
5271,Y,2.0,0.3,s15_t2.0_a0.3_071.gff
5272,N,2.0,0.3,s15_t2.0_a0.3_072.gff
5273,N,2.0,0.3,s15_t2.0_a0.3_073.gff
5274,Y,2.0,0.3,s15_t2.0_a0.3_074.gff
5275,Y,2.0,0.3,s15_t2.0_a0.3_075.gff
5276,Y,2.0,0.3,s15_t2.0_a0.3_076.gff
5277,Y,2.0,0.3,s15_t2.0_a0.3_077.gff
5278,Y,2.0,0.3,s15_t2.0_a0.3_078.gff
5279,Y,2.0,0.3,s15_t2.0_a0.3_079.gff
5280,Y,2.0,0.3,s15_t2.0_a0.3_080.gff
5281,Y,2.0,0.3,s15_t2.0_a0.3_081.gff
5282,Y,2.0,0.3,s15_t2.0_a0.3_082.gff
5283,Y,2.0,0.3,s15_t2.0_a0.3_083.gff
5284,Y,2.0,0.3,s15_t2.0_a0.3_084.gff
5285,Y,2.0,0.3,s15_t2.0_a0.3_085.gff
5286,Y,2.0,0.3,s15_t2.0_a0.3_086.gff
5287,Y,2.0,0.3,s15_t2.0_a0.3_087.gff
5288,Y,2.0,0.3,s15_t2.0_a0.3_088.gff
5289,Y,2.0,0.3,s15_t2.0_a0.3_089.gff
5290,N,2.0,0.3,s15_t2.0_a0.3_090.gff
5291,Y,2.0,0.3,s15_t2.0_a0.3_091.gff
5292,N,2.0,0.3,s15_t2.0_a0.3_092.gff
5293,Y,2.0,0.3,s15_t2.0_a0.3_093.gff
5294,N,2.0,0.3,s15_t2.0_a0.3_094.gff
5295,Y,2.0,0.3,s15_t2.0_a0.3_095.gff
5296,Y,2.0,0.3,s15_t2.0_a0.3_096.gff
5297,Y,2.0,0.3,s15_t2.0_a0.3_097.gff
5298,N,2.0,0.3,s15_t2.0_a0.3_098.gff
5299,Y,2.0,0.3,s15_t2.0_a0.3_099.gff
5300,Y,2.0,0.3,s15_t2.0_a0.3_100.gff
5301,Y,2.0,0.4,s15_t2.0_a0.4_001.gff
5302,N,2.0,0.4,s15_t2.0_a0.4_002.gff
5303,Y,2.0,0.4,s15_t2.0_a0.4_003.gff
5304,N,2.0,0.4,s15_t2.0_a0.4_004.gff
5305,Y,2.0,0.4,s15_t2.0_a0.4_005.gff
5306,Y,2.0,0.4,s15_t2.0_a0.4_006.gff
5307,N,2.0,0.4,s15_t2.0_a0.4_007.gff
5308,Y,2.0,0.4,s15_t2.0_a0.4_008.gff
5309,Y,2.0,0.4,s15_t2.0_a0.4_009.gff
5310,Y,2.0,0.4,s15_t2.0_a0.4_010.gff
5311,N,2.0,0.4,s15_t2.0_a0.4_011.gff
5312,Y,2.0,0.4,s15_t2.0_a0.4_012.gff
5313,N,2.0,0.4,s15_t2.0_a0.4_013.gff
5314,N,2.0,0.4,s15_t2.0_a0.4_014.gff
5315,N,2.0,0.4,s15_t2.0_a0.4_015.gff
5316,Y,2.0,0.4,s15_t2.0_a0.4_016.gff
5317,Y,2.0,0.4,s15_t2.0_a0.4_017.gff
5318,N,2.0,0.4,s15_t2.0_a0.4_018.gff
5319,Y,2.0,0.4,s15_t2.0_a0.4_019.gff
5320,Y,2.0,0.4,s15_t2.0_a0.4_020.gff
5321,Y,2.0,0.4,s15_t2.0_a0.4_021.gff
5322,N,2.0,0.4,s15_t2.0_a0.4_022.gff
5323,Y,2.0,0.4,s15_t2.0_a0.4_023.gff
5324,N,2.0,0.4,s15_t2.0_a0.4_024.gff
5325,N,2.0,0.4,s15_t2.0_a0.4_025.gff
5326,Y,2.0,0.4,s15_t2.0_a0.4_026.gff
5327,Y,2.0,0.4,s15_t2.0_a0.4_027.gff
5328,N,2.0,0.4,s15_t2.0_a0.4_028.gff
5329,N,2.0,0.4,s15_t2.0_a0.4_029.gff
5330,Y,2.0,0.4,s15_t2.0_a0.4_030.gff
5331,Y,2.0,0.4,s15_t2.0_a0.4_031.gff
5332,Y,2.0,0.4,s15_t2.0_a0.4_032.gff
5333,N,2.0,0.4,s15_t2.0_a0.4_033.gff
5334,Y,2.0,0.4,s15_t2.0_a0.4_034.gff
5335,Y,2.0,0.4,s15_t2.0_a0.4_035.gff
5336,Y,2.0,0.4,s15_t2.0_a0.4_036.gff
5337,Y,2.0,0.4,s15_t2.0_a0.4_037.gff
5338,N,2.0,0.4,s15_t2.0_a0.4_038.gff
5339,Y,2.0,0.4,s15_t2.0_a0.4_039.gff
5340,Y,2.0,0.4,s15_t2.0_a0.4_040.gff
5341,Y,2.0,0.4,s15_t2.0_a0.4_041.gff
5342,Y,2.0,0.4,s15_t2.0_a0.4_042.gff
5343,Y,2.0,0.4,s15_t2.0_a0.4_043.gff
5344,Y,2.0,0.4,s15_t2.0_a0.4_044.gff
5345,Y,2.0,0.4,s15_t2.0_a0.4_045.gff
5346,Y,2.0,0.4,s15_t2.0_a0.4_046.gff
5347,Y,2.0,0.4,s15_t2.0_a0.4_047.gff
5348,N,2.0,0.4,s15_t2.0_a0.4_048.gff
5349,Y,2.0,0.4,s15_t2.0_a0.4_049.gff
5350,Y,2.0,0.4,s15_t2.0_a0.4_050.gff
5351,Y,2.0,0.4,s15_t2.0_a0.4_051.gff
5352,Y,2.0,0.4,s15_t2.0_a0.4_052.gff
5353,Y,2.0,0.4,s15_t2.0_a0.4_053.gff
5354,Y,2.0,0.4,s15_t2.0_a0.4_054.gff
5355,Y,2.0,0.4,s15_t2.0_a0.4_055.gff
5356,Y,2.0,0.4,s15_t2.0_a0.4_056.gff
5357,Y,2.0,0.4,s15_t2.0_a0.4_057.gff
5358,Y,2.0,0.4,s15_t2.0_a0.4_058.gff
5359,Y,2.0,0.4,s15_t2.0_a0.4_059.gff
5360,Y,2.0,0.4,s15_t2.0_a0.4_060.gff
5361,Y,2.0,0.4,s15_t2.0_a0.4_061.gff
5362,N,2.0,0.4,s15_t2.0_a0.4_062.gff
5363,N,2.0,0.4,s15_t2.0_a0.4_063.gff
5364,N,2.0,0.4,s15_t2.0_a0.4_064.gff
5365,Y,2.0,0.4,s15_t2.0_a0.4_065.gff
5366,N,2.0,0.4,s15_t2.0_a0.4_066.gff
5367,Y,2.0,0.4,s15_t2.0_a0.4_067.gff
5368,Y,2.0,0.4,s15_t2.0_a0.4_068.gff
5369,N,2.0,0.4,s15_t2.0_a0.4_069.gff
5370,Y,2.0,0.4,s15_t2.0_a0.4_070.gff
5371,Y,2.0,0.4,s15_t2.0_a0.4_071.gff
5372,Y,2.0,0.4,s15_t2.0_a0.4_072.gff
5373,Y,2.0,0.4,s15_t2.0_a0.4_073.gff
5374,Y,2.0,0.4,s15_t2.0_a0.4_074.gff
5375,Y,2.0,0.4,s15_t2.0_a0.4_075.gff
5376,Y,2.0,0.4,s15_t2.0_a0.4_076.gff
5377,N,2.0,0.4,s15_t2.0_a0.4_077.gff
5378,Y,2.0,0.4,s15_t2.0_a0.4_078.gff
5379,Y,2.0,0.4,s15_t2.0_a0.4_079.gff
5380,Y,2.0,0.4,s15_t2.0_a0.4_080.gff
5381,Y,2.0,0.4,s15_t2.0_a0.4_081.gff
5382,Y,2.0,0.4,s15_t2.0_a0.4_082.gff
5383,Y,2.0,0.4,s15_t2.0_a0.4_083.gff
5384,Y,2.0,0.4,s15_t2.0_a0.4_084.gff
5385,Y,2.0,0.4,s15_t2.0_a0.4_085.gff
5386,N,2.0,0.4,s15_t2.0_a0.4_086.gff
5387,Y,2.0,0.4,s15_t2.0_a0.4_087.gff
5388,Y,2.0,0.4,s15_t2.0_a0.4_088.gff
5389,Y,2.0,0.4,s15_t2.0_a0.4_089.gff
5390,Y,2.0,0.4,s15_t2.0_a0.4_090.gff
5391,Y,2.0,0.4,s15_t2.0_a0.4_091.gff
5392,Y,2.0,0.4,s15_t2.0_a0.4_092.gff
5393,Y,2.0,0.4,s15_t2.0_a0.4_093.gff
5394,Y,2.0,0.4,s15_t2.0_a0.4_094.gff
5395,N,2.0,0.4,s15_t2.0_a0.4_095.gff
5396,N,2.0,0.4,s15_t2.0_a0.4_096.gff
5397,Y,2.0,0.4,s15_t2.0_a0.4_097.gff
5398,Y,2.0,0.4,s15_t2.0_a0.4_098.gff
5399,Y,2.0,0.4,s15_t2.0_a0.4_099.gff
5400,Y,2.0,0.4,s15_t2.0_a0.4_100.gff
5401,Y,2.0,0.5,s15_t2.0_a0.5_001.gff
5402,N,2.0,0.5,s15_t2.0_a0.5_002.gff
5403,Y,2.0,0.5,s15_t2.0_a0.5_003.gff
5404,Y,2.0,0.5,s15_t2.0_a0.5_004.gff
5405,Y,2.0,0.5,s15_t2.0_a0.5_005.gff
5406,Y,2.0,0.5,s15_t2.0_a0.5_006.gff
5407,Y,2.0,0.5,s15_t2.0_a0.5_007.gff
5408,Y,2.0,0.5,s15_t2.0_a0.5_008.gff
5409,Y,2.0,0.5,s15_t2.0_a0.5_009.gff
5410,Y,2.0,0.5,s15_t2.0_a0.5_010.gff
5411,Y,2.0,0.5,s15_t2.0_a0.5_011.gff
5412,N,2.0,0.5,s15_t2.0_a0.5_012.gff
5413,Y,2.0,0.5,s15_t2.0_a0.5_013.gff
5414,Y,2.0,0.5,s15_t2.0_a0.5_014.gff
5415,Y,2.0,0.5,s15_t2.0_a0.5_015.gff
5416,Y,2.0,0.5,s15_t2.0_a0.5_016.gff
5417,Y,2.0,0.5,s15_t2.0_a0.5_017.gff
5418,Y,2.0,0.5,s15_t2.0_a0.5_018.gff
5419,Y,2.0,0.5,s15_t2.0_a0.5_019.gff
5420,Y,2.0,0.5,s15_t2.0_a0.5_020.gff
5421,Y,2.0,0.5,s15_t2.0_a0.5_021.gff
5422,Y,2.0,0.5,s15_t2.0_a0.5_022.gff
5423,N,2.0,0.5,s15_t2.0_a0.5_023.gff
5424,Y,2.0,0.5,s15_t2.0_a0.5_024.gff
5425,Y,2.0,0.5,s15_t2.0_a0.5_025.gff
5426,Y,2.0,0.5,s15_t2.0_a0.5_026.gff
5427,Y,2.0,0.5,s15_t2.0_a0.5_027.gff
5428,Y,2.0,0.5,s15_t2.0_a0.5_028.gff
5429,Y,2.0,0.5,s15_t2.0_a0.5_029.gff
5430,Y,2.0,0.5,s15_t2.0_a0.5_030.gff
5431,Y,2.0,0.5,s15_t2.0_a0.5_031.gff
5432,N,2.0,0.5,s15_t2.0_a0.5_032.gff
5433,Y,2.0,0.5,s15_t2.0_a0.5_033.gff
5434,Y,2.0,0.5,s15_t2.0_a0.5_034.gff
5435,Y,2.0,0.5,s15_t2.0_a0.5_035.gff
5436,Y,2.0,0.5,s15_t2.0_a0.5_036.gff
5437,Y,2.0,0.5,s15_t2.0_a0.5_037.gff
5438,Y,2.0,0.5,s15_t2.0_a0.5_038.gff
5439,N,2.0,0.5,s15_t2.0_a0.5_039.gff
5440,Y,2.0,0.5,s15_t2.0_a0.5_040.gff
5441,Y,2.0,0.5,s15_t2.0_a0.5_041.gff
5442,Y,2.0,0.5,s15_t2.0_a0.5_042.gff
5443,Y,2.0,0.5,s15_t2.0_a0.5_043.gff
5444,Y,2.0,0.5,s15_t2.0_a0.5_044.gff
5445,Y,2.0,0.5,s15_t2.0_a0.5_045.gff
5446,N,2.0,0.5,s15_t2.0_a0.5_046.gff
5447,Y,2.0,0.5,s15_t2.0_a0.5_047.gff
5448,Y,2.0,0.5,s15_t2.0_a0.5_048.gff
5449,Y,2.0,0.5,s15_t2.0_a0.5_049.gff
5450,Y,2.0,0.5,s15_t2.0_a0.5_050.gff
5451,N,2.0,0.5,s15_t2.0_a0.5_051.gff
5452,N,2.0,0.5,s15_t2.0_a0.5_052.gff
5453,Y,2.0,0.5,s15_t2.0_a0.5_053.gff
5454,Y,2.0,0.5,s15_t2.0_a0.5_054.gff
5455,Y,2.0,0.5,s15_t2.0_a0.5_055.gff
5456,N,2.0,0.5,s15_t2.0_a0.5_056.gff
5457,Y,2.0,0.5,s15_t2.0_a0.5_057.gff
5458,Y,2.0,0.5,s15_t2.0_a0.5_058.gff
5459,Y,2.0,0.5,s15_t2.0_a0.5_059.gff
5460,Y,2.0,0.5,s15_t2.0_a0.5_060.gff
5461,Y,2.0,0.5,s15_t2.0_a0.5_061.gff
5462,Y,2.0,0.5,s15_t2.0_a0.5_062.gff
5463,Y,2.0,0.5,s15_t2.0_a0.5_063.gff
5464,Y,2.0,0.5,s15_t2.0_a0.5_064.gff
5465,Y,2.0,0.5,s15_t2.0_a0.5_065.gff
5466,Y,2.0,0.5,s15_t2.0_a0.5_066.gff
5467,Y,2.0,0.5,s15_t2.0_a0.5_067.gff
5468,Y,2.0,0.5,s15_t2.0_a0.5_068.gff
5469,Y,2.0,0.5,s15_t2.0_a0.5_069.gff
5470,N,2.0,0.5,s15_t2.0_a0.5_070.gff
5471,Y,2.0,0.5,s15_t2.0_a0.5_071.gff
5472,Y,2.0,0.5,s15_t2.0_a0.5_072.gff
5473,Y,2.0,0.5,s15_t2.0_a0.5_073.gff
5474,Y,2.0,0.5,s15_t2.0_a0.5_074.gff
5475,Y,2.0,0.5,s15_t2.0_a0.5_075.gff
5476,N,2.0,0.5,s15_t2.0_a0.5_076.gff
5477,Y,2.0,0.5,s15_t2.0_a0.5_077.gff
5478,Y,2.0,0.5,s15_t2.0_a0.5_078.gff
5479,Y,2.0,0.5,s15_t2.0_a0.5_079.gff
5480,Y,2.0,0.5,s15_t2.0_a0.5_080.gff
5481,Y,2.0,0.5,s15_t2.0_a0.5_081.gff
5482,N,2.0,0.5,s15_t2.0_a0.5_082.gff
5483,N,2.0,0.5,s15_t2.0_a0.5_083.gff
5484,Y,2.0,0.5,s15_t2.0_a0.5_084.gff
5485,Y,2.0,0.5,s15_t2.0_a0.5_085.gff
5486,Y,2.0,0.5,s15_t2.0_a0.5_086.gff
5487,Y,2.0,0.5,s15_t2.0_a0.5_087.gff
5488,Y,2.0,0.5,s15_t2.0_a0.5_088.gff
5489,Y,2.0,0.5,s15_t2.0_a0.5_089.gff
5490,Y,2.0,0.5,s15_t2.0_a0.5_090.gff
5491,N,2.0,0.5,s15_t2.0_a0.5_091.gff
5492,Y,2.0,0.5,s15_t2.0_a0.5_092.gff
5493,Y,2.0,0.5,s15_t2.0_a0.5_093.gff
5494,N,2.0,0.5,s15_t2.0_a0.5_094.gff
5495,Y,2.0,0.5,s15_t2.0_a0.5_095.gff
5496,Y,2.0,0.5,s15_t2.0_a0.5_096.gff
5497,N,2.0,0.5,s15_t2.0_a0.5_097.gff
5498,N,2.0,0.5,s15_t2.0_a0.5_098.gff
5499,Y,2.0,0.5,s15_t2.0_a0.5_099.gff
5500,Y,2.0,0.5,s15_t2.0_a0.5_100.gff
5501,Y,2.0,0.6,s15_t2.0_a0.6_001.gff
5502,Y,2.0,0.6,s15_t2.0_a0.6_002.gff
5503,Y,2.0,0.6,s15_t2.0_a0.6_003.gff
5504,Y,2.0,0.6,s15_t2.0_a0.6_004.gff
5505,Y,2.0,0.6,s15_t2.0_a0.6_005.gff
5506,Y,2.0,0.6,s15_t2.0_a0.6_006.gff
5507,Y,2.0,0.6,s15_t2.0_a0.6_007.gff
5508,Y,2.0,0.6,s15_t2.0_a0.6_008.gff
5509,Y,2.0,0.6,s15_t2.0_a0.6_009.gff
5510,Y,2.0,0.6,s15_t2.0_a0.6_010.gff
