# Starting date:             2015-06-11 14:58:00
# Cluster job name:          emptiness
# Cluster job ID:            9858387
# Cluster node:              hnode02
# Cluster queue:             mpi.q
# GOAL command:              emptiness 
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        No timeout
id,empty,dt,da,file
5568,N,2.0,0.6,s15_t2.0_a0.6_068.gff
5569,N,2.0,0.6,s15_t2.0_a0.6_069.gff
5570,N,2.0,0.6,s15_t2.0_a0.6_070.gff
5571,N,2.0,0.6,s15_t2.0_a0.6_071.gff
5572,N,2.0,0.6,s15_t2.0_a0.6_072.gff
5573,N,2.0,0.6,s15_t2.0_a0.6_073.gff
5574,N,2.0,0.6,s15_t2.0_a0.6_074.gff
5575,N,2.0,0.6,s15_t2.0_a0.6_075.gff
5576,N,2.0,0.6,s15_t2.0_a0.6_076.gff
5577,N,2.0,0.6,s15_t2.0_a0.6_077.gff
5578,N,2.0,0.6,s15_t2.0_a0.6_078.gff
5579,N,2.0,0.6,s15_t2.0_a0.6_079.gff
5580,N,2.0,0.6,s15_t2.0_a0.6_080.gff
5581,N,2.0,0.6,s15_t2.0_a0.6_081.gff
5582,N,2.0,0.6,s15_t2.0_a0.6_082.gff
5583,N,2.0,0.6,s15_t2.0_a0.6_083.gff
5584,N,2.0,0.6,s15_t2.0_a0.6_084.gff
5585,N,2.0,0.6,s15_t2.0_a0.6_085.gff
5586,N,2.0,0.6,s15_t2.0_a0.6_086.gff
5587,N,2.0,0.6,s15_t2.0_a0.6_087.gff
5588,N,2.0,0.6,s15_t2.0_a0.6_088.gff
5589,N,2.0,0.6,s15_t2.0_a0.6_089.gff
5590,N,2.0,0.6,s15_t2.0_a0.6_090.gff
5591,N,2.0,0.6,s15_t2.0_a0.6_091.gff
5592,N,2.0,0.6,s15_t2.0_a0.6_092.gff
5593,N,2.0,0.6,s15_t2.0_a0.6_093.gff
5594,N,2.0,0.6,s15_t2.0_a0.6_094.gff
5595,N,2.0,0.6,s15_t2.0_a0.6_095.gff
5596,N,2.0,0.6,s15_t2.0_a0.6_096.gff
5597,N,2.0,0.6,s15_t2.0_a0.6_097.gff
5598,N,2.0,0.6,s15_t2.0_a0.6_098.gff
5599,N,2.0,0.6,s15_t2.0_a0.6_099.gff
5600,N,2.0,0.6,s15_t2.0_a0.6_100.gff
5601,N,2.0,0.7,s15_t2.0_a0.7_001.gff
5602,N,2.0,0.7,s15_t2.0_a0.7_002.gff
5603,N,2.0,0.7,s15_t2.0_a0.7_003.gff
5604,N,2.0,0.7,s15_t2.0_a0.7_004.gff
5605,N,2.0,0.7,s15_t2.0_a0.7_005.gff
5606,N,2.0,0.7,s15_t2.0_a0.7_006.gff
5607,N,2.0,0.7,s15_t2.0_a0.7_007.gff
5608,N,2.0,0.7,s15_t2.0_a0.7_008.gff
5609,N,2.0,0.7,s15_t2.0_a0.7_009.gff
5610,N,2.0,0.7,s15_t2.0_a0.7_010.gff
5611,N,2.0,0.7,s15_t2.0_a0.7_011.gff
5612,N,2.0,0.7,s15_t2.0_a0.7_012.gff
5613,N,2.0,0.7,s15_t2.0_a0.7_013.gff
5614,N,2.0,0.7,s15_t2.0_a0.7_014.gff
5615,N,2.0,0.7,s15_t2.0_a0.7_015.gff
5616,N,2.0,0.7,s15_t2.0_a0.7_016.gff
5617,N,2.0,0.7,s15_t2.0_a0.7_017.gff
5618,N,2.0,0.7,s15_t2.0_a0.7_018.gff
5619,N,2.0,0.7,s15_t2.0_a0.7_019.gff
5620,N,2.0,0.7,s15_t2.0_a0.7_020.gff
5621,N,2.0,0.7,s15_t2.0_a0.7_021.gff
5622,N,2.0,0.7,s15_t2.0_a0.7_022.gff
5623,N,2.0,0.7,s15_t2.0_a0.7_023.gff
5624,N,2.0,0.7,s15_t2.0_a0.7_024.gff
5625,N,2.0,0.7,s15_t2.0_a0.7_025.gff
5626,N,2.0,0.7,s15_t2.0_a0.7_026.gff
5627,N,2.0,0.7,s15_t2.0_a0.7_027.gff
5628,N,2.0,0.7,s15_t2.0_a0.7_028.gff
5629,N,2.0,0.7,s15_t2.0_a0.7_029.gff
5630,N,2.0,0.7,s15_t2.0_a0.7_030.gff
5631,N,2.0,0.7,s15_t2.0_a0.7_031.gff
5632,N,2.0,0.7,s15_t2.0_a0.7_032.gff
5633,N,2.0,0.7,s15_t2.0_a0.7_033.gff
5634,N,2.0,0.7,s15_t2.0_a0.7_034.gff
5635,N,2.0,0.7,s15_t2.0_a0.7_035.gff
5636,N,2.0,0.7,s15_t2.0_a0.7_036.gff
5637,N,2.0,0.7,s15_t2.0_a0.7_037.gff
5638,N,2.0,0.7,s15_t2.0_a0.7_038.gff
5639,N,2.0,0.7,s15_t2.0_a0.7_039.gff
5640,N,2.0,0.7,s15_t2.0_a0.7_040.gff
5641,N,2.0,0.7,s15_t2.0_a0.7_041.gff
5642,N,2.0,0.7,s15_t2.0_a0.7_042.gff
5643,N,2.0,0.7,s15_t2.0_a0.7_043.gff
5644,N,2.0,0.7,s15_t2.0_a0.7_044.gff
5645,N,2.0,0.7,s15_t2.0_a0.7_045.gff
5646,N,2.0,0.7,s15_t2.0_a0.7_046.gff
5647,N,2.0,0.7,s15_t2.0_a0.7_047.gff
5648,N,2.0,0.7,s15_t2.0_a0.7_048.gff
5649,N,2.0,0.7,s15_t2.0_a0.7_049.gff
5650,N,2.0,0.7,s15_t2.0_a0.7_050.gff
5651,N,2.0,0.7,s15_t2.0_a0.7_051.gff
5652,N,2.0,0.7,s15_t2.0_a0.7_052.gff
5653,N,2.0,0.7,s15_t2.0_a0.7_053.gff
5654,N,2.0,0.7,s15_t2.0_a0.7_054.gff
5655,N,2.0,0.7,s15_t2.0_a0.7_055.gff
5656,N,2.0,0.7,s15_t2.0_a0.7_056.gff
5657,N,2.0,0.7,s15_t2.0_a0.7_057.gff
5658,N,2.0,0.7,s15_t2.0_a0.7_058.gff
5659,N,2.0,0.7,s15_t2.0_a0.7_059.gff
5660,N,2.0,0.7,s15_t2.0_a0.7_060.gff
5661,N,2.0,0.7,s15_t2.0_a0.7_061.gff
5662,N,2.0,0.7,s15_t2.0_a0.7_062.gff
5663,N,2.0,0.7,s15_t2.0_a0.7_063.gff
5664,N,2.0,0.7,s15_t2.0_a0.7_064.gff
5665,N,2.0,0.7,s15_t2.0_a0.7_065.gff
5666,N,2.0,0.7,s15_t2.0_a0.7_066.gff
5667,N,2.0,0.7,s15_t2.0_a0.7_067.gff
5668,N,2.0,0.7,s15_t2.0_a0.7_068.gff
5669,N,2.0,0.7,s15_t2.0_a0.7_069.gff
5670,N,2.0,0.7,s15_t2.0_a0.7_070.gff
5671,N,2.0,0.7,s15_t2.0_a0.7_071.gff
5672,N,2.0,0.7,s15_t2.0_a0.7_072.gff
5673,N,2.0,0.7,s15_t2.0_a0.7_073.gff
5674,N,2.0,0.7,s15_t2.0_a0.7_074.gff
5675,N,2.0,0.7,s15_t2.0_a0.7_075.gff
5676,N,2.0,0.7,s15_t2.0_a0.7_076.gff
5677,N,2.0,0.7,s15_t2.0_a0.7_077.gff
5678,N,2.0,0.7,s15_t2.0_a0.7_078.gff
5679,N,2.0,0.7,s15_t2.0_a0.7_079.gff
5680,N,2.0,0.7,s15_t2.0_a0.7_080.gff
5681,N,2.0,0.7,s15_t2.0_a0.7_081.gff
5682,N,2.0,0.7,s15_t2.0_a0.7_082.gff
5683,N,2.0,0.7,s15_t2.0_a0.7_083.gff
5684,N,2.0,0.7,s15_t2.0_a0.7_084.gff
5685,N,2.0,0.7,s15_t2.0_a0.7_085.gff
5686,N,2.0,0.7,s15_t2.0_a0.7_086.gff
5687,N,2.0,0.7,s15_t2.0_a0.7_087.gff
5688,N,2.0,0.7,s15_t2.0_a0.7_088.gff
5689,N,2.0,0.7,s15_t2.0_a0.7_089.gff
5690,N,2.0,0.7,s15_t2.0_a0.7_090.gff
5691,N,2.0,0.7,s15_t2.0_a0.7_091.gff
5692,N,2.0,0.7,s15_t2.0_a0.7_092.gff
5693,N,2.0,0.7,s15_t2.0_a0.7_093.gff
5694,N,2.0,0.7,s15_t2.0_a0.7_094.gff
5695,N,2.0,0.7,s15_t2.0_a0.7_095.gff
5696,N,2.0,0.7,s15_t2.0_a0.7_096.gff
5697,N,2.0,0.7,s15_t2.0_a0.7_097.gff
5698,N,2.0,0.7,s15_t2.0_a0.7_098.gff
5699,N,2.0,0.7,s15_t2.0_a0.7_099.gff
5700,N,2.0,0.7,s15_t2.0_a0.7_100.gff
5701,N,2.0,0.8,s15_t2.0_a0.8_001.gff
5702,N,2.0,0.8,s15_t2.0_a0.8_002.gff
5703,N,2.0,0.8,s15_t2.0_a0.8_003.gff
5704,N,2.0,0.8,s15_t2.0_a0.8_004.gff
5705,N,2.0,0.8,s15_t2.0_a0.8_005.gff
5706,N,2.0,0.8,s15_t2.0_a0.8_006.gff
5707,N,2.0,0.8,s15_t2.0_a0.8_007.gff
5708,N,2.0,0.8,s15_t2.0_a0.8_008.gff
5709,N,2.0,0.8,s15_t2.0_a0.8_009.gff
5710,N,2.0,0.8,s15_t2.0_a0.8_010.gff
5711,N,2.0,0.8,s15_t2.0_a0.8_011.gff
5712,N,2.0,0.8,s15_t2.0_a0.8_012.gff
5713,N,2.0,0.8,s15_t2.0_a0.8_013.gff
5714,N,2.0,0.8,s15_t2.0_a0.8_014.gff
5715,N,2.0,0.8,s15_t2.0_a0.8_015.gff
5716,N,2.0,0.8,s15_t2.0_a0.8_016.gff
5717,N,2.0,0.8,s15_t2.0_a0.8_017.gff
5718,N,2.0,0.8,s15_t2.0_a0.8_018.gff
5719,N,2.0,0.8,s15_t2.0_a0.8_019.gff
5720,N,2.0,0.8,s15_t2.0_a0.8_020.gff
5721,N,2.0,0.8,s15_t2.0_a0.8_021.gff
5722,N,2.0,0.8,s15_t2.0_a0.8_022.gff
5723,N,2.0,0.8,s15_t2.0_a0.8_023.gff
5724,N,2.0,0.8,s15_t2.0_a0.8_024.gff
5725,N,2.0,0.8,s15_t2.0_a0.8_025.gff
5726,N,2.0,0.8,s15_t2.0_a0.8_026.gff
5727,N,2.0,0.8,s15_t2.0_a0.8_027.gff
5728,N,2.0,0.8,s15_t2.0_a0.8_028.gff
5729,N,2.0,0.8,s15_t2.0_a0.8_029.gff
5730,N,2.0,0.8,s15_t2.0_a0.8_030.gff
5731,N,2.0,0.8,s15_t2.0_a0.8_031.gff
5732,N,2.0,0.8,s15_t2.0_a0.8_032.gff
5733,N,2.0,0.8,s15_t2.0_a0.8_033.gff
5734,N,2.0,0.8,s15_t2.0_a0.8_034.gff
5735,N,2.0,0.8,s15_t2.0_a0.8_035.gff
5736,N,2.0,0.8,s15_t2.0_a0.8_036.gff
5737,N,2.0,0.8,s15_t2.0_a0.8_037.gff
5738,N,2.0,0.8,s15_t2.0_a0.8_038.gff
5739,N,2.0,0.8,s15_t2.0_a0.8_039.gff
5740,N,2.0,0.8,s15_t2.0_a0.8_040.gff
5741,N,2.0,0.8,s15_t2.0_a0.8_041.gff
5742,N,2.0,0.8,s15_t2.0_a0.8_042.gff
5743,N,2.0,0.8,s15_t2.0_a0.8_043.gff
5744,N,2.0,0.8,s15_t2.0_a0.8_044.gff
5745,N,2.0,0.8,s15_t2.0_a0.8_045.gff
5746,N,2.0,0.8,s15_t2.0_a0.8_046.gff
5747,N,2.0,0.8,s15_t2.0_a0.8_047.gff
5748,N,2.0,0.8,s15_t2.0_a0.8_048.gff
5749,N,2.0,0.8,s15_t2.0_a0.8_049.gff
5750,N,2.0,0.8,s15_t2.0_a0.8_050.gff
5751,N,2.0,0.8,s15_t2.0_a0.8_051.gff
5752,N,2.0,0.8,s15_t2.0_a0.8_052.gff
5753,N,2.0,0.8,s15_t2.0_a0.8_053.gff
5754,N,2.0,0.8,s15_t2.0_a0.8_054.gff
5755,N,2.0,0.8,s15_t2.0_a0.8_055.gff
5756,N,2.0,0.8,s15_t2.0_a0.8_056.gff
5757,N,2.0,0.8,s15_t2.0_a0.8_057.gff
5758,N,2.0,0.8,s15_t2.0_a0.8_058.gff
5759,N,2.0,0.8,s15_t2.0_a0.8_059.gff
5760,N,2.0,0.8,s15_t2.0_a0.8_060.gff
5761,N,2.0,0.8,s15_t2.0_a0.8_061.gff
5762,N,2.0,0.8,s15_t2.0_a0.8_062.gff
5763,N,2.0,0.8,s15_t2.0_a0.8_063.gff
5764,N,2.0,0.8,s15_t2.0_a0.8_064.gff
5765,N,2.0,0.8,s15_t2.0_a0.8_065.gff
5766,N,2.0,0.8,s15_t2.0_a0.8_066.gff
5767,N,2.0,0.8,s15_t2.0_a0.8_067.gff
5768,N,2.0,0.8,s15_t2.0_a0.8_068.gff
5769,N,2.0,0.8,s15_t2.0_a0.8_069.gff
5770,N,2.0,0.8,s15_t2.0_a0.8_070.gff
5771,N,2.0,0.8,s15_t2.0_a0.8_071.gff
5772,N,2.0,0.8,s15_t2.0_a0.8_072.gff
5773,N,2.0,0.8,s15_t2.0_a0.8_073.gff
5774,N,2.0,0.8,s15_t2.0_a0.8_074.gff
5775,N,2.0,0.8,s15_t2.0_a0.8_075.gff
5776,N,2.0,0.8,s15_t2.0_a0.8_076.gff
5777,N,2.0,0.8,s15_t2.0_a0.8_077.gff
5778,N,2.0,0.8,s15_t2.0_a0.8_078.gff
5779,N,2.0,0.8,s15_t2.0_a0.8_079.gff
5780,N,2.0,0.8,s15_t2.0_a0.8_080.gff
5781,N,2.0,0.8,s15_t2.0_a0.8_081.gff
5782,N,2.0,0.8,s15_t2.0_a0.8_082.gff
5783,N,2.0,0.8,s15_t2.0_a0.8_083.gff
5784,N,2.0,0.8,s15_t2.0_a0.8_084.gff
5785,N,2.0,0.8,s15_t2.0_a0.8_085.gff
5786,N,2.0,0.8,s15_t2.0_a0.8_086.gff
5787,N,2.0,0.8,s15_t2.0_a0.8_087.gff
5788,N,2.0,0.8,s15_t2.0_a0.8_088.gff
5789,N,2.0,0.8,s15_t2.0_a0.8_089.gff
5790,N,2.0,0.8,s15_t2.0_a0.8_090.gff
5791,N,2.0,0.8,s15_t2.0_a0.8_091.gff
5792,N,2.0,0.8,s15_t2.0_a0.8_092.gff
5793,N,2.0,0.8,s15_t2.0_a0.8_093.gff
5794,N,2.0,0.8,s15_t2.0_a0.8_094.gff
5795,N,2.0,0.8,s15_t2.0_a0.8_095.gff
5796,N,2.0,0.8,s15_t2.0_a0.8_096.gff
5797,N,2.0,0.8,s15_t2.0_a0.8_097.gff
5798,N,2.0,0.8,s15_t2.0_a0.8_098.gff
5799,N,2.0,0.8,s15_t2.0_a0.8_099.gff
5800,N,2.0,0.8,s15_t2.0_a0.8_100.gff
5801,N,2.0,0.9,s15_t2.0_a0.9_001.gff
5802,N,2.0,0.9,s15_t2.0_a0.9_002.gff
5803,N,2.0,0.9,s15_t2.0_a0.9_003.gff
5804,N,2.0,0.9,s15_t2.0_a0.9_004.gff
5805,N,2.0,0.9,s15_t2.0_a0.9_005.gff
5806,N,2.0,0.9,s15_t2.0_a0.9_006.gff
5807,N,2.0,0.9,s15_t2.0_a0.9_007.gff
5808,N,2.0,0.9,s15_t2.0_a0.9_008.gff
5809,N,2.0,0.9,s15_t2.0_a0.9_009.gff
5810,N,2.0,0.9,s15_t2.0_a0.9_010.gff
5811,N,2.0,0.9,s15_t2.0_a0.9_011.gff
5812,N,2.0,0.9,s15_t2.0_a0.9_012.gff
5813,N,2.0,0.9,s15_t2.0_a0.9_013.gff
5814,N,2.0,0.9,s15_t2.0_a0.9_014.gff
5815,N,2.0,0.9,s15_t2.0_a0.9_015.gff
5816,N,2.0,0.9,s15_t2.0_a0.9_016.gff
5817,N,2.0,0.9,s15_t2.0_a0.9_017.gff
5818,N,2.0,0.9,s15_t2.0_a0.9_018.gff
5819,N,2.0,0.9,s15_t2.0_a0.9_019.gff
5820,N,2.0,0.9,s15_t2.0_a0.9_020.gff
5821,N,2.0,0.9,s15_t2.0_a0.9_021.gff
5822,N,2.0,0.9,s15_t2.0_a0.9_022.gff
5823,N,2.0,0.9,s15_t2.0_a0.9_023.gff
5824,N,2.0,0.9,s15_t2.0_a0.9_024.gff
5825,N,2.0,0.9,s15_t2.0_a0.9_025.gff
5826,N,2.0,0.9,s15_t2.0_a0.9_026.gff
5827,N,2.0,0.9,s15_t2.0_a0.9_027.gff
5828,N,2.0,0.9,s15_t2.0_a0.9_028.gff
5829,N,2.0,0.9,s15_t2.0_a0.9_029.gff
5830,N,2.0,0.9,s15_t2.0_a0.9_030.gff
5831,N,2.0,0.9,s15_t2.0_a0.9_031.gff
5832,N,2.0,0.9,s15_t2.0_a0.9_032.gff
5833,N,2.0,0.9,s15_t2.0_a0.9_033.gff
5834,N,2.0,0.9,s15_t2.0_a0.9_034.gff
5835,N,2.0,0.9,s15_t2.0_a0.9_035.gff
5836,N,2.0,0.9,s15_t2.0_a0.9_036.gff
5837,N,2.0,0.9,s15_t2.0_a0.9_037.gff
5838,N,2.0,0.9,s15_t2.0_a0.9_038.gff
5839,N,2.0,0.9,s15_t2.0_a0.9_039.gff
5840,N,2.0,0.9,s15_t2.0_a0.9_040.gff
5841,N,2.0,0.9,s15_t2.0_a0.9_041.gff
5842,N,2.0,0.9,s15_t2.0_a0.9_042.gff
5843,N,2.0,0.9,s15_t2.0_a0.9_043.gff
5844,N,2.0,0.9,s15_t2.0_a0.9_044.gff
5845,N,2.0,0.9,s15_t2.0_a0.9_045.gff
5846,N,2.0,0.9,s15_t2.0_a0.9_046.gff
5847,N,2.0,0.9,s15_t2.0_a0.9_047.gff
5848,N,2.0,0.9,s15_t2.0_a0.9_048.gff
5849,N,2.0,0.9,s15_t2.0_a0.9_049.gff
5850,N,2.0,0.9,s15_t2.0_a0.9_050.gff
5851,N,2.0,0.9,s15_t2.0_a0.9_051.gff
5852,N,2.0,0.9,s15_t2.0_a0.9_052.gff
5853,N,2.0,0.9,s15_t2.0_a0.9_053.gff
5854,N,2.0,0.9,s15_t2.0_a0.9_054.gff
5855,N,2.0,0.9,s15_t2.0_a0.9_055.gff
5856,N,2.0,0.9,s15_t2.0_a0.9_056.gff
5857,N,2.0,0.9,s15_t2.0_a0.9_057.gff
5858,N,2.0,0.9,s15_t2.0_a0.9_058.gff
5859,N,2.0,0.9,s15_t2.0_a0.9_059.gff
5860,N,2.0,0.9,s15_t2.0_a0.9_060.gff
5861,N,2.0,0.9,s15_t2.0_a0.9_061.gff
5862,N,2.0,0.9,s15_t2.0_a0.9_062.gff
5863,N,2.0,0.9,s15_t2.0_a0.9_063.gff
5864,N,2.0,0.9,s15_t2.0_a0.9_064.gff
5865,N,2.0,0.9,s15_t2.0_a0.9_065.gff
5866,N,2.0,0.9,s15_t2.0_a0.9_066.gff
5867,N,2.0,0.9,s15_t2.0_a0.9_067.gff
5868,N,2.0,0.9,s15_t2.0_a0.9_068.gff
5869,N,2.0,0.9,s15_t2.0_a0.9_069.gff
5870,N,2.0,0.9,s15_t2.0_a0.9_070.gff
5871,N,2.0,0.9,s15_t2.0_a0.9_071.gff
5872,N,2.0,0.9,s15_t2.0_a0.9_072.gff
5873,N,2.0,0.9,s15_t2.0_a0.9_073.gff
5874,N,2.0,0.9,s15_t2.0_a0.9_074.gff
5875,N,2.0,0.9,s15_t2.0_a0.9_075.gff
5876,N,2.0,0.9,s15_t2.0_a0.9_076.gff
5877,N,2.0,0.9,s15_t2.0_a0.9_077.gff
5878,N,2.0,0.9,s15_t2.0_a0.9_078.gff
5879,N,2.0,0.9,s15_t2.0_a0.9_079.gff
5880,N,2.0,0.9,s15_t2.0_a0.9_080.gff
5881,N,2.0,0.9,s15_t2.0_a0.9_081.gff
5882,N,2.0,0.9,s15_t2.0_a0.9_082.gff
5883,N,2.0,0.9,s15_t2.0_a0.9_083.gff
5884,N,2.0,0.9,s15_t2.0_a0.9_084.gff
5885,N,2.0,0.9,s15_t2.0_a0.9_085.gff
5886,N,2.0,0.9,s15_t2.0_a0.9_086.gff
5887,N,2.0,0.9,s15_t2.0_a0.9_087.gff
5888,N,2.0,0.9,s15_t2.0_a0.9_088.gff
5889,N,2.0,0.9,s15_t2.0_a0.9_089.gff
5890,N,2.0,0.9,s15_t2.0_a0.9_090.gff
5891,N,2.0,0.9,s15_t2.0_a0.9_091.gff
5892,N,2.0,0.9,s15_t2.0_a0.9_092.gff
5893,N,2.0,0.9,s15_t2.0_a0.9_093.gff
5894,N,2.0,0.9,s15_t2.0_a0.9_094.gff
5895,N,2.0,0.9,s15_t2.0_a0.9_095.gff
5896,N,2.0,0.9,s15_t2.0_a0.9_096.gff
5897,N,2.0,0.9,s15_t2.0_a0.9_097.gff
5898,N,2.0,0.9,s15_t2.0_a0.9_098.gff
5899,N,2.0,0.9,s15_t2.0_a0.9_099.gff
5900,N,2.0,0.9,s15_t2.0_a0.9_100.gff
5901,N,2.0,1.0,s15_t2.0_a1.0_001.gff
5902,N,2.0,1.0,s15_t2.0_a1.0_002.gff
5903,N,2.0,1.0,s15_t2.0_a1.0_003.gff
5904,N,2.0,1.0,s15_t2.0_a1.0_004.gff
5905,N,2.0,1.0,s15_t2.0_a1.0_005.gff
5906,N,2.0,1.0,s15_t2.0_a1.0_006.gff
5907,N,2.0,1.0,s15_t2.0_a1.0_007.gff
5908,N,2.0,1.0,s15_t2.0_a1.0_008.gff
5909,N,2.0,1.0,s15_t2.0_a1.0_009.gff
5910,N,2.0,1.0,s15_t2.0_a1.0_010.gff
5911,N,2.0,1.0,s15_t2.0_a1.0_011.gff
5912,N,2.0,1.0,s15_t2.0_a1.0_012.gff
5913,N,2.0,1.0,s15_t2.0_a1.0_013.gff
5914,N,2.0,1.0,s15_t2.0_a1.0_014.gff
5915,N,2.0,1.0,s15_t2.0_a1.0_015.gff
5916,N,2.0,1.0,s15_t2.0_a1.0_016.gff
5917,N,2.0,1.0,s15_t2.0_a1.0_017.gff
5918,N,2.0,1.0,s15_t2.0_a1.0_018.gff
5919,N,2.0,1.0,s15_t2.0_a1.0_019.gff
5920,N,2.0,1.0,s15_t2.0_a1.0_020.gff
5921,N,2.0,1.0,s15_t2.0_a1.0_021.gff
5922,N,2.0,1.0,s15_t2.0_a1.0_022.gff
5923,N,2.0,1.0,s15_t2.0_a1.0_023.gff
5924,N,2.0,1.0,s15_t2.0_a1.0_024.gff
5925,N,2.0,1.0,s15_t2.0_a1.0_025.gff
5926,N,2.0,1.0,s15_t2.0_a1.0_026.gff
5927,N,2.0,1.0,s15_t2.0_a1.0_027.gff
5928,N,2.0,1.0,s15_t2.0_a1.0_028.gff
5929,N,2.0,1.0,s15_t2.0_a1.0_029.gff
5930,N,2.0,1.0,s15_t2.0_a1.0_030.gff
5931,N,2.0,1.0,s15_t2.0_a1.0_031.gff
5932,N,2.0,1.0,s15_t2.0_a1.0_032.gff
5933,N,2.0,1.0,s15_t2.0_a1.0_033.gff
5934,N,2.0,1.0,s15_t2.0_a1.0_034.gff
5935,N,2.0,1.0,s15_t2.0_a1.0_035.gff
5936,N,2.0,1.0,s15_t2.0_a1.0_036.gff
5937,N,2.0,1.0,s15_t2.0_a1.0_037.gff
5938,N,2.0,1.0,s15_t2.0_a1.0_038.gff
5939,N,2.0,1.0,s15_t2.0_a1.0_039.gff
5940,N,2.0,1.0,s15_t2.0_a1.0_040.gff
5941,N,2.0,1.0,s15_t2.0_a1.0_041.gff
5942,N,2.0,1.0,s15_t2.0_a1.0_042.gff
5943,N,2.0,1.0,s15_t2.0_a1.0_043.gff
5944,N,2.0,1.0,s15_t2.0_a1.0_044.gff
5945,N,2.0,1.0,s15_t2.0_a1.0_045.gff
5946,N,2.0,1.0,s15_t2.0_a1.0_046.gff
5947,N,2.0,1.0,s15_t2.0_a1.0_047.gff
5948,N,2.0,1.0,s15_t2.0_a1.0_048.gff
5949,N,2.0,1.0,s15_t2.0_a1.0_049.gff
5950,N,2.0,1.0,s15_t2.0_a1.0_050.gff
5951,N,2.0,1.0,s15_t2.0_a1.0_051.gff
5952,N,2.0,1.0,s15_t2.0_a1.0_052.gff
5953,N,2.0,1.0,s15_t2.0_a1.0_053.gff
5954,N,2.0,1.0,s15_t2.0_a1.0_054.gff
5955,N,2.0,1.0,s15_t2.0_a1.0_055.gff
5956,N,2.0,1.0,s15_t2.0_a1.0_056.gff
5957,N,2.0,1.0,s15_t2.0_a1.0_057.gff
5958,N,2.0,1.0,s15_t2.0_a1.0_058.gff
5959,N,2.0,1.0,s15_t2.0_a1.0_059.gff
5960,N,2.0,1.0,s15_t2.0_a1.0_060.gff
5961,N,2.0,1.0,s15_t2.0_a1.0_061.gff
5962,N,2.0,1.0,s15_t2.0_a1.0_062.gff
5963,N,2.0,1.0,s15_t2.0_a1.0_063.gff
5964,N,2.0,1.0,s15_t2.0_a1.0_064.gff
5965,N,2.0,1.0,s15_t2.0_a1.0_065.gff
5966,N,2.0,1.0,s15_t2.0_a1.0_066.gff
5967,N,2.0,1.0,s15_t2.0_a1.0_067.gff
5968,N,2.0,1.0,s15_t2.0_a1.0_068.gff
5969,N,2.0,1.0,s15_t2.0_a1.0_069.gff
5970,N,2.0,1.0,s15_t2.0_a1.0_070.gff
5971,N,2.0,1.0,s15_t2.0_a1.0_071.gff
5972,N,2.0,1.0,s15_t2.0_a1.0_072.gff
5973,N,2.0,1.0,s15_t2.0_a1.0_073.gff
5974,N,2.0,1.0,s15_t2.0_a1.0_074.gff
5975,N,2.0,1.0,s15_t2.0_a1.0_075.gff
5976,N,2.0,1.0,s15_t2.0_a1.0_076.gff
5977,N,2.0,1.0,s15_t2.0_a1.0_077.gff
5978,N,2.0,1.0,s15_t2.0_a1.0_078.gff
5979,N,2.0,1.0,s15_t2.0_a1.0_079.gff
5980,N,2.0,1.0,s15_t2.0_a1.0_080.gff
5981,N,2.0,1.0,s15_t2.0_a1.0_081.gff
5982,N,2.0,1.0,s15_t2.0_a1.0_082.gff
5983,N,2.0,1.0,s15_t2.0_a1.0_083.gff
5984,N,2.0,1.0,s15_t2.0_a1.0_084.gff
5985,N,2.0,1.0,s15_t2.0_a1.0_085.gff
5986,N,2.0,1.0,s15_t2.0_a1.0_086.gff
5987,N,2.0,1.0,s15_t2.0_a1.0_087.gff
5988,N,2.0,1.0,s15_t2.0_a1.0_088.gff
5989,N,2.0,1.0,s15_t2.0_a1.0_089.gff
5990,N,2.0,1.0,s15_t2.0_a1.0_090.gff
5991,N,2.0,1.0,s15_t2.0_a1.0_091.gff
5992,N,2.0,1.0,s15_t2.0_a1.0_092.gff
5993,N,2.0,1.0,s15_t2.0_a1.0_093.gff
5994,N,2.0,1.0,s15_t2.0_a1.0_094.gff
5995,N,2.0,1.0,s15_t2.0_a1.0_095.gff
5996,N,2.0,1.0,s15_t2.0_a1.0_096.gff
5997,N,2.0,1.0,s15_t2.0_a1.0_097.gff
5998,N,2.0,1.0,s15_t2.0_a1.0_098.gff
5999,N,2.0,1.0,s15_t2.0_a1.0_099.gff
6000,N,2.0,1.0,s15_t2.0_a1.0_100.gff
6001,N,2.2,0.1,s15_t2.2_a0.1_001.gff
6002,N,2.2,0.1,s15_t2.2_a0.1_002.gff
6003,N,2.2,0.1,s15_t2.2_a0.1_003.gff
6004,N,2.2,0.1,s15_t2.2_a0.1_004.gff
6005,N,2.2,0.1,s15_t2.2_a0.1_005.gff
6006,N,2.2,0.1,s15_t2.2_a0.1_006.gff
6007,N,2.2,0.1,s15_t2.2_a0.1_007.gff
6008,N,2.2,0.1,s15_t2.2_a0.1_008.gff
6009,N,2.2,0.1,s15_t2.2_a0.1_009.gff
6010,N,2.2,0.1,s15_t2.2_a0.1_010.gff
6011,N,2.2,0.1,s15_t2.2_a0.1_011.gff
6012,N,2.2,0.1,s15_t2.2_a0.1_012.gff
6013,N,2.2,0.1,s15_t2.2_a0.1_013.gff
